,car_name,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,car_prices_in_dollar,car_nick_name,price_class
4606,Ford Figo Diesel Titanium,146439,Diesel,Manual,1,2011,2400,5,1883.2632,Ford,low-class
4607,Honda City 1.5 V MT,69733,Petrol,Manual,1,2011,1461,5,4840.9522,Honda,low-class
4608,Hyundai Xcent Prime T Plus CNG,92124,Cng,Manual,2,2018,1197,5,5058.251800000001,Hyundai,low-class
4610,Volkswagen Polo 1.2 MPI Highline,157151,Petrol,Manual,2,2014,1248,5,3585.4434,Volkswagen,low-class
4611,Renault KWID RXT Optional,28691,Petrol,Manual,1,2018,1591,5,4044.1870000000004,Renault,low-class
4612,Fiat Linea T Jet Active,81350,Petrol,Manual,3,2011,1998,5,1448.664,Fiat,low-class
4613,Volvo XC60 D5 Summum,126553,Diesel,Automatic,1,2013,999,7,18784.3432,Volvo,low-class
4614,Nissan Terrano XL Plus 85 PS,86019,Diesel,Manual,2,2014,1196,5,5022.0352,Nissan,low-class
4615,Maruti Swift VXI,22511,Petrol,Manual,1,2020,1199,7,6857.009599999999,Maruti,low-class
4616,Hyundai Grand i10 CRDi Sportz,61893,Diesel,Manual,2,2017,2499,5,5118.612800000001,Hyundai,low-class
4617,Maruti Ertiga ZDI,114892,Diesel,Manual,2,2015,2143,5,6700.071,Maruti,low-class
4618,Hyundai Verna VTVT 1.6 SX,50720,Petrol,Manual,1,2019,1248,5,9307.6662,Hyundai,low-class
4619,BMW 2 Series 220i M Sport,18000,Petrol,Automatic,1,2021,1199,7,48288.8,BMW,low-class
4620,Skoda Kushaq 1.0 TSI Style 6 Airbags AT,16000,Petrol,Automatic,1,2022,2179,5,20220.935,Skoda,low-class
4621,Maruti Eeco 5 Seater AC 2020-2022,80000,Petrol,Manual,2,2020,1396,5,5009.963000000001,Maruti,low-class
4622,Honda WR-V i-VTEC VX,17000,Petrol,Manual,1,2019,1248,5,10864.98,Honda,low-class
4623,Lexus NX 300h,111000,Petrol,Automatic,1,2018,1186,5,50703.24,Lexus,low-class
4624,Mercedes-Benz M-Class ML 250 CDI,38000,Diesel,Automatic,2,2015,1498,5,34405.770000000004,Mercedes-Benz,low-class
4625,Maruti Ertiga SHVS VDI,71000,Diesel,Manual,1,2017,1197,5,9307.6662,Maruti,low-class
4626,Honda Amaze V Petrol BSIV,36500,Petrol,Manual,1,2017,1199,5,7243.32,Honda,low-class
4627,Mahindra XUV500 W8 AWD,77000,Diesel,Manual,1,2013,1499,5,7122.598000000001,Mahindra,low-class
4628,Hyundai i20 1.4 Asta Option,68000,Diesel,Manual,1,2017,1172,5,8583.334200000001,Hyundai,low-class
4629,Maruti Swift Dzire VDi,110000,Diesel,Manual,2,2010,1968,5,2776.6059999999998,Maruti,low-class
4630,Hyundai Xcent 1.2 CRDi SX,65000,Diesel,Manual,1,2018,995,5,6639.71,Hyundai,low-class
4631,Honda BR-V i-DTEC V MT,77000,Diesel,Manual,2,2017,1086,5,9054.15,Honda,low-class
4632,Hyundai Grand i10 Asta Option,60000,Petrol,Manual,1,2015,1498,5,5432.49,Hyundai,low-class
4633,Tata Tiago XTA AMT,2640,Petrol,Automatic,1,2002,1298,5,7364.0419999999995,Tata,low-class
4634,Ford Fiesta Petrol Titanium,60000,Petrol,Manual,3,2011,1493,5,2776.6059999999998,Ford,low-class
4635,Fiat Punto 1.2 Active,80000,Petrol,Manual,1,2014,1197,5,1931.5520000000001,Fiat,low-class
4636,Skoda Octavia 2.0 TDI AT Style Plus,120000,Diesel,Automatic,3,2016,1341,5,11227.146,Skoda,low-class
4638,Hyundai Santro Xing XE,25000,Petrol,Manual,1,2007,1353,5,1207.22,Hyundai,low-class
4639,Honda Amaze SX i-DTEC,90000,Diesel,Manual,2,2014,1120,5,3863.1040000000003,Honda,low-class
4640,Maruti Swift 1.3 LXI,30130,Petrol,Manual,2,2006,1248,7,2595.523,Maruti,low-class
4641,Hyundai Verna SX Opt AT Diesel,32000,Diesel,Automatic,1,2021,1995,5,18711.91,Hyundai,low-class
4642,Maruti Swift VXI,13000,Petrol,Manual,1,2022,1199,5,8148.735000000001,Maruti,low-class
4643,Hyundai Getz GLS,40000,Petrol,Manual,2,2005,799,5,1327.9420000000002,Hyundai,low-class
4644,Hyundai Creta SX Opt IVT,20000,Petrol,Automatic,1,2021,1298,5,18711.91,Hyundai,low-class
4645,Kia Seltos GTX Plus DCT,16000,Petrol,Automatic,1,2021,2179,5,19931.202200000003,Kia,low-class
4646,Hyundai Grand i10 CRDi Magna,60000,Diesel,Manual,2,2014,1461,5,4466.714,Hyundai,low-class
4647,Maruti Swift Dzire ZDi,120000,Diesel,Manual,3,2010,1086,5,3018.05,Maruti,low-class
4648,BMW X1 sDrive20d,120000,Diesel,Automatic,2,2012,1193,5,8933.428,BMW,low-class
4649,Skoda Fabia 1.2L Diesel Elegance,70000,Diesel,Manual,2,2012,1196,5,2535.1620000000003,Skoda,low-class
4650,Datsun RediGO T Option,40000,Petrol,Manual,1,2017,1495,5,2172.996,Datsun,low-class
4651,Maruti Swift Dzire VXi,120000,Petrol,Manual,2,2010,1498,7,3621.66,Maruti,low-class
4652,Tata Hexa XTA,90000,Diesel,Automatic,1,2017,1598,5,12687.8822,Tata,low-class
4653,Nissan Micra Diesel XV,90000,Diesel,Manual,1,2011,1198,5,2354.079,Nissan,low-class
4654,Hyundai Santro Xing XG AT eRLX Euro II,110000,Petrol,Automatic,3,2006,1197,5,1207.22,Hyundai,low-class
4655,Tata Zest Revotron 1.2T XM,110000,Petrol,Manual,2,2015,1586,7,3380.216,Tata,low-class
4656,Maruti Eeco 5 Seater Standard BSIV,89511,Petrol,Manual,1,2011,1493,4,2716.245,Maruti,low-class
4657,Hyundai Accent Executive CNG,120000,Cng,Manual,2,2012,1248,5,1810.83,Hyundai,low-class
4658,Skoda Rapid 1.5 TDI AT Style Plus,70000,Diesel,Automatic,2,2016,1197,5,7243.32,Skoda,low-class
4659,Skoda Rapid 1.6 MPI AT Elegance Black Package,90000,Petrol,Automatic,2,2014,1086,5,4708.158,Skoda,low-class
4660,Honda Brio EX MT,50000,Petrol,Manual,1,2013,1248,5,3621.66,Honda,low-class
4661,Maruti Ritz LXI,132000,Petrol,Manual,2,2011,624,5,1931.5520000000001,Maruti,low-class
4662,Maruti SX4 Vxi BSIII,80000,Petrol,Manual,3,2008,1198,5,2112.635,Maruti,low-class
4663,Mahindra Bolero Neo N10,30000,Diesel,Manual,1,2021,796,5,12313.644,Mahindra,low-class
4664,Maruti Swift RS VDI,100000,Diesel,Manual,1,2014,1461,5,4828.88,Maruti,low-class
4665,Hyundai Grand i10 1.2 Kappa Magna BSIV,15000,Petrol,Manual,1,2019,1798,5,6458.6269999999995,Hyundai,low-class
4666,Hyundai Santro Xing GL Plus,120000,Petrol,Manual,2,2015,1582,5,2655.8840000000005,Hyundai,low-class
4667,Maruti Ertiga VDI,120000,Diesel,Manual,3,2013,1493,5,4828.88,Maruti,low-class
4669,Honda Amaze SX i-VTEC,70000,Petrol,Manual,2,2014,2354,5,5311.768000000001,Honda,low-class
4670,Maruti Alto 800 LXI,35000,Petrol,Manual,1,2016,1598,5,3138.7720000000004,Maruti,low-class
4671,Nissan Terrano XL Plus 85 PS,70000,Diesel,Manual,1,2015,1590,5,6036.1,Nissan,low-class
4672,Skoda Superb 1.8 TSI,80000,Petrol,Automatic,1,2009,1995,5,3018.05,Skoda,low-class
4673,Hyundai Creta 1.6 CRDi SX Option,120000,Diesel,Manual,1,2016,1197,5,10864.98,Hyundai,low-class
4674,Hyundai Verna CRDi,100000,Diesel,Manual,2,2008,1590,5,2293.718,Hyundai,low-class
4675,Mahindra Renault Logan 1.4 GLX,90000,Petrol,Manual,3,2008,1582,5,1207.22,Mahindra,low-class
4676,Honda Accord 2.4 A/T,100000,Petrol,Automatic,1,2012,814,5,6156.822,Honda,low-class
4677,Volkswagen Vento Diesel Comfortline,110000,Diesel,Manual,3,2011,936,5,2293.718,Volkswagen,low-class
4678,Maruti Baleno LXI - BSIII,90000,Petrol,Manual,2,2006,1196,5,1569.3860000000002,Maruti,low-class
4679,BMW X1 sDrive 20d xLine,50000,Diesel,Automatic,3,2016,1248,5,25351.62,BMW,low-class
4680,Hyundai Grand i10 Magna,90000,Petrol,Manual,2,2017,998,7,4285.631,Hyundai,low-class
4681,Maruti Baleno LXI,90000,Petrol,Manual,2,2006,1582,5,1569.3860000000002,Maruti,low-class
4682,Hyundai Verna 1.6 SX CRDI (O) AT,88777,Diesel,Automatic,2,2015,1461,5,6627.6378,Hyundai,low-class
4683,Hyundai EON Sportz,65239,Petrol,Manual,2,2012,1248,5,2209.2126000000003,Hyundai,low-class
4684,Chevrolet Beat Diesel LS,88741,Diesel,Manual,2,2014,1497,5,1834.9744,Chevrolet,low-class
4685,Maruti Eeco 5 Seater AC BSIV,58017,Petrol,Manual,1,2016,2179,5,3802.743,Maruti,low-class
4686,Maruti Ciaz VDi Plus SHVS,70076,Diesel,Manual,3,2016,995,5,6205.1107999999995,Maruti,low-class
4687,Maruti Alto K10 VXI,55202,Petrol,Manual,1,2018,1196,7,4056.2592,Maruti,low-class
4688,Hyundai Verna 1.6 CRDi EX MT,99681,Diesel,Manual,2,2012,999,5,4152.8368,Hyundai,low-class
4689,Renault Duster 110PS Diesel RxZ,88189,Diesel,Manual,2,2013,1248,5,4780.5912,Renault,low-class
4691,Honda City i VTEC V,104062,Petrol,Manual,2,2014,1199,5,6144.7498,Honda,low-class
4692,Mahindra XUV500 W8 2WD,103448,Diesel,Manual,2,2014,2179,5,7013.9482,Mahindra,low-class
4693,Chevrolet Spark 1.0 LS,73672,Petrol,Manual,2,2013,1497,5,1617.6748000000002,Chevrolet,low-class
4694,Maruti Eeco 5 Seater AC BSIV,93009,Petrol,Manual,1,2017,1498,5,3802.743,Maruti,low-class
4695,Renault Kiger RXT,13244,Petrol,Manual,1,2021,999,5,9042.077800000001,Renault,low-class
4696,Maruti Swift Dzire VDi,128999,Diesel,Manual,2,2010,1598,5,2812.8226,Maruti,low-class
4697,Hyundai i10 Magna 1.1,75722,Petrol,Manual,3,2010,1496,5,1991.913,Hyundai,low-class
4698,Honda Jazz VX CVT,94834,Petrol,Automatic,1,2018,1499,5,7520.980600000001,Honda,low-class
4699,Mahindra XUV500 AT W10 FWD,93453,Diesel,Automatic,2,2017,1582,5,11963.5502,Mahindra,low-class
4700,Honda City i-VTEC VX,26352,Petrol,Manual,1,2018,1197,5,11118.496200000001,Honda,low-class
4701,Volkswagen Vento 1.5 TDI Highline AT,80746,Diesel,Automatic,3,2016,1497,5,5939.5224,Volkswagen,low-class
4702,Nissan Magnite XL,5973,Petrol,Manual,1,2021,1199,5,6362.0494,Nissan,low-class
4703,Volkswagen Vento Diesel Highline,118137,Diesel,Manual,3,2011,1498,5,2740.3894,Volkswagen,low-class
4704,Toyota Etios G,85560,Petrol,Manual,1,2011,1497,7,3235.3496000000005,Toyota,low-class
4705,Ford Figo 1.5P Titanium AT,69693,Petrol,Automatic,2,2016,1197,5,4961.6742,Ford,low-class
4706,Hyundai Creta 1.6 CRDi SX Option,91879,Diesel,Manual,2,2016,1197,5,9826.7708,Hyundai,low-class
4707,Hyundai i20 Sportz Petrol,125403,Petrol,Manual,3,2010,1497,5,2438.5844,Hyundai,low-class
4708,Honda City i VTEC VX,71434,Petrol,Manual,1,2016,1582,5,7702.0636,Honda,low-class
4709,Tata Tiago 1.2 Revotron XZ,52328,Petrol,Manual,2,2016,2179,5,4249.414400000001,Tata,low-class
4710,Honda Amaze S i-Dtech,65027,Diesel,Manual,2,2014,1199,5,4478.7862000000005,Honda,low-class
4711,Tata Altroz XE Diesel,4553,Diesel,Manual,1,2022,1598,5,8535.0454,Tata,low-class
4712,Hyundai Grand i10 Sportz,50185,Petrol,Manual,1,2015,1497,5,4647.7970000000005,Hyundai,low-class
4713,Hyundai i20 Petrol CVT Asta,48953,Petrol,Automatic,2,2018,1197,5,8233.2404,Hyundai,low-class
4714,Honda City 1.5 S MT,161875,Petrol,Manual,1,2011,1498,5,3935.5371999999998,Honda,low-class
4715,Hyundai Creta 1.6 CRDi SX,101585,Diesel,Manual,1,2016,1396,5,10007.853799999999,Hyundai,low-class
4716,Mahindra Scorpio S5,27924,Diesel,Manual,1,2020,1950,5,14921.2392,Mahindra,low-class
4717,Volkswagen Polo Diesel Comfortline 1.2L,77863,Diesel,Manual,2,2013,1498,5,3368.1438000000003,Volkswagen,low-class
4718,Skoda Rapid 1.6 TDI Ambition,140141,Diesel,Manual,1,2012,796,7,3319.855,Skoda,low-class
4719,Honda City 1.5 S MT,116442,Petrol,Manual,1,2009,1197,5,3488.8658,Honda,low-class
4720,Hyundai i20 Magna 1.2,46329,Petrol,Manual,1,2015,1197,5,5203.1182,Hyundai,low-class
4721,Skoda Rapid 1.5 TDI Elegance,97702,Diesel,Manual,2,2015,1197,5,5251.406999999999,Skoda,low-class
4722,Hyundai i20 Sportz 1.4 CRDi,84533,Diesel,Manual,2,2015,1197,5,4684.0136,Hyundai,low-class
4723,Mercedes-Benz E-Class Exclusive E 220 d BSIV,115372,Diesel,Automatic,1,2018,1248,5,49471.8756,Mercedes-Benz,low-class
4724,Volkswagen Vento 1.5 TDI Highline AT,79715,Diesel,Automatic,2,2016,1598,7,6651.7822,Volkswagen,low-class
4725,Maruti Alto 800 LXI,269930,Petrol,Manual,1,2014,814,5,1762.5412,Maruti,low-class
4726,Hyundai i10 Magna,84561,Petrol,Manual,2,2013,1199,5,3102.5553999999997,Hyundai,low-class
4727,Maruti Swift Dzire VXI,94479,Petrol,Manual,2,2015,1248,5,4804.7356,Maruti,low-class
4728,Hyundai i20 Sportz 1.2,65723,Petrol,Manual,1,2014,1599,5,4478.7862000000005,Hyundai,low-class
4729,Hyundai i20 1.2 Asta Option,120707,Petrol,Manual,1,2018,1248,5,7098.4536,Hyundai,low-class
4730,Maruti Ertiga SHVS VDI,95873,Diesel,Manual,2,2016,1197,5,7569.269399999999,Maruti,low-class
4731,Volkswagen Vento Diesel Highline,98439,Diesel,Manual,3,2011,1086,5,2788.6782000000003,Volkswagen,low-class
4732,Hyundai EON Magna Optional,80310,Petrol,Manual,1,2011,1248,5,1931.5520000000001,Hyundai,low-class
4733,Volkswagen Polo 1.2 MPI Comfortline,23677,Petrol,Manual,1,2016,1197,5,5480.7788,Volkswagen,low-class
4734,Maruti Swift Dzire VDI,136782,Diesel,Manual,1,2017,1196,5,6374.1216,Maruti,low-class
4735,Hyundai Verna Transform Xi,76491,Petrol,Manual,1,2010,1197,5,3380.216,Hyundai,low-class
4736,Maruti Ertiga SHVS ZDI Plus,45991,Diesel,Manual,1,2017,1197,5,9355.955,Maruti,low-class
4737,Hyundai Grand i10 1.2 Kappa Magna BSIV,13481,Petrol,Manual,1,2019,998,5,5987.8112,Hyundai,low-class
4738,Hyundai Santro Xing GLS,77414,Petrol,Manual,3,2009,1186,7,1545.2416,Hyundai,low-class
4739,Maruti Swift Dzire VDI,48182,Diesel,Manual,1,2014,1248,5,5070.3240000000005,Maruti,low-class
4740,Hyundai i10 Magna 1.2,42262,Petrol,Manual,1,2010,998,5,2402.3678,Hyundai,low-class
4741,Maruti Eeco 5 Seater AC BSIV,126761,Petrol,Manual,2,2013,1498,5,2329.9346,Maruti,low-class
4742,Maruti Swift Dzire VXI,84080,Petrol,Manual,2,2013,1120,5,3838.9596,Maruti,low-class
4743,Hyundai i10 Sportz,55961,Petrol,Manual,3,2011,1997,5,2619.6674,Hyundai,low-class
4744,Maruti Wagon R VXI,46567,Petrol,Manual,1,2020,1197,5,6036.1,Maruti,low-class
4745,Hyundai Xcent 1.2 CRDi SX,42000,Diesel,Manual,1,2018,0,5,7545.125,Hyundai,low-class
4746,Maruti Ciaz ZDi,79000,Diesel,Manual,1,2015,1461,7,7376.114200000001,Maruti,low-class
4747,Maruti Wagon R LXI BS IV,114478,Petrol,Manual,1,2017,1422,5,3754.4542,Maruti,low-class
4748,Honda WR-V i-DTEC VX,104931,Diesel,Manual,1,2018,1197,5,8607.4786,Honda,low-class
4749,Hyundai Grand i10 CRDi Magna,63467,Diesel,Manual,1,2015,1498,5,4442.569600000001,Hyundai,low-class
4750,Mahindra Scorpio 1.99 S10,75000,Diesel,Manual,2,2016,1197,5,12072.2,Mahindra,low-class
4751,Hyundai i20 Asta Option CVT,30000,Petrol,Automatic,1,2020,2179,5,9899.204,Hyundai,low-class
4752,Tata Nexon EV Prime XZ Plus Dark Edition,8397,Electric,Automatic,1,2022,1186,5,16164.6758,Tata,low-class
4753,Renault Duster 85PS Diesel RxL Optional,137286,Diesel,Manual,1,2014,1499,5,4913.3854,Renault,low-class
4754,Skoda Fabia 1.4 TDI Ambiente,105768,Diesel,Manual,3,2010,1120,5,1400.3752,Skoda,low-class
4755,Hyundai i20 Sportz Plus,48000,Petrol,Manual,1,2019,1498,5,8148.735000000001,Hyundai,low-class
4756,Volkswagen Vento 1.5 TDI Highline AT,74088,Diesel,Automatic,1,2016,1598,5,10261.37,Volkswagen,low-class
4757,Maruti Eeco 5 Seater AC,38000,Petrol,Manual,1,2019,1497,5,6458.6269999999995,Maruti,low-class
4758,Mahindra XUV500 W10 2WD,66000,Diesel,Manual,1,2015,1498,5,10261.37,Mahindra,low-class
4759,Hyundai Grand i10 1.2 CRDi Sportz,52000,Diesel,Manual,1,2018,1196,5,5975.7390000000005,Hyundai,low-class
4760,Ford Aspire Titanium Plus Diesel,54000,Diesel,Manual,1,2015,1197,5,5432.49,Ford,low-class
4761,Hyundai Grand i10 CRDi Magna,54000,Diesel,Manual,1,2016,998,5,5432.49,Hyundai,low-class
4762,Volkswagen Vento 1.5 TDI Highline Plus,55000,Diesel,Manual,1,2017,1461,5,10563.175000000001,Volkswagen,low-class
4763,Volkswagen Vento Diesel Highline,68000,Diesel,Manual,1,2014,2354,5,5975.7390000000005,Volkswagen,low-class
4764,Ford Ecosport 1.5 Petrol Ambiente BSIV,26339,Petrol,Manual,3,2018,1248,8,6917.370600000001,Ford,low-class
4765,Ford Ecosport Sports Diesel,50044,Diesel,Manual,1,2021,1197,5,13194.9146,Ford,low-class
4766,Maruti Eeco 5 Seater AC BSIV,99569,Petrol,Manual,3,2016,1197,5,3090.4832,Maruti,low-class
4767,Hyundai i20 Sportz Petrol,77537,Petrol,Manual,2,2010,995,5,2897.328,Hyundai,low-class
4768,Maruti Wagon R LXI BS IV,55026,Petrol,Manual,1,2013,998,7,2885.2558000000004,Maruti,low-class
4769,Renault Pulse RxL,73081,Diesel,Manual,1,2014,2494,5,3609.5878000000002,Renault,low-class
4770,Honda Accord 2.4 AT,123149,Petrol,Automatic,2,2010,1061,5,3682.0209999999997,Honda,low-class
4771,Maruti Swift Dzire VDI,81759,Diesel,Manual,1,2015,796,5,5661.861800000001,Maruti,low-class
4772,Maruti Swift LXI BSIV,58766,Petrol,Manual,1,2015,1248,5,4394.2808,Maruti,low-class
4773,Maruti Swift Dzire VXI,74886,Petrol,Manual,1,2014,1497,5,4358.0642,Maruti,low-class
4775,Maruti Wagon R VXI,3809,Petrol,Manual,1,2022,1197,5,7726.2080000000005,Maruti,low-class
4776,Toyota Innova 2.5 GX (Diesel) 8 Seater,137000,Diesel,Manual,2,2015,1197,5,9959.565,Toyota,low-class
4777,Maruti Zen Estilo 1.1 LXI BSIII,104817,Petrol,Manual,2,2009,1120,5,1267.5810000000001,Maruti,low-class
4778,Maruti Alto 800 LXI,10666,Petrol,Manual,1,2020,1373,5,4164.909000000001,Maruti,low-class
4779,Maruti Swift VDI,74124,Diesel,Manual,2,2013,1956,5,4587.436,Maruti,low-class
4780,Mahindra Marazzo M8,92167,Diesel,Manual,2,2018,1199,5,10828.763400000002,Mahindra,low-class
4781,Honda Brio 1.2 S MT,32111,Petrol,Manual,1,2017,1248,5,4961.6742,Honda,low-class
4782,Hyundai i10 Sportz,111986,Petrol,Manual,1,2010,1497,5,2233.357,Hyundai,low-class
4783,Maruti Ritz VXI,89451,Petrol,Manual,4,2010,1995,5,2233.357,Maruti,low-class
4784,Hyundai Xcent 1.1 CRDi SX Option,82990,Diesel,Manual,1,2014,1497,5,4406.353,Hyundai,low-class
4785,Maruti Ciaz ZXi,88621,Petrol,Manual,1,2014,1396,5,6168.894200000001,Maruti,low-class
4786,Tata New Safari XZA Plus AT,13690,Diesel,Automatic,1,2022,1995,6,24422.0606,Tata,low-class
4787,Honda Amaze S Petrol,15712,Petrol,Manual,1,2020,1968,7,7991.7964,Honda,low-class
4788,Maruti Vitara Brezza ZDi,72500,Diesel,Manual,1,2017,1047,5,9537.038,Maruti,low-class
4789,Mahindra XUV300 W8 Option Diesel BSIV,82000,Diesel,Manual,1,2019,1196,5,12374.005000000001,Mahindra,low-class
4790,Renault Koleos 4X4 MT,120000,Diesel,Manual,1,2016,1396,5,7484.764,Renault,low-class
4791,Honda City EXi,120000,Petrol,Manual,2,2008,1462,5,3500.938,Honda,low-class
4792,Hyundai i20 Asta Option Diesel,65000,Diesel,Manual,1,2017,1498,5,8329.818000000001,Hyundai,low-class
4793,BMW X1 sDrive20d Expedition,18000,Diesel,Automatic,1,2020,1197,7,38631.04,BMW,low-class
4794,Volkswagen Tiguan 2.0 TDI Highline,56500,Diesel,Automatic,1,2018,1598,5,25351.62,Volkswagen,low-class
4795,Tata Tiago 1.05 Revotorq XZ,80381,Diesel,Manual,2,2017,1461,5,4406.353,Tata,low-class
4796,Maruti Eeco 5 Seater AC BSIV,78220,Petrol,Manual,3,2014,1047,7,2921.4724,Maruti,low-class
4797,Hyundai i20 Magna Plus Diesel,91412,Diesel,Manual,1,2019,1198,5,7798.6412,Hyundai,low-class
4798,Maruti XL6 Alpha,97295,Petrol,Manual,1,2019,2157,5,9573.2546,Maruti,low-class
4799,Honda Mobilio S i-DTEC,58300,Diesel,Manual,1,2016,999,5,7122.598000000001,Honda,low-class
4800,Maruti Swift Dzire VXI 1.2,68031,Petrol,Manual,2,2017,799,5,6349.9772,Maruti,low-class
4801,Skoda Rapid 1.6 TDI Ambition,94405,Diesel,Manual,3,2012,2982,6,3331.9271999999996,Skoda,low-class
4802,Renault Duster 85PS Diesel RxS,58200,Diesel,Manual,1,2017,1498,5,8148.735000000001,Renault,low-class
4803,Tata Tigor 1.05 Revotorq XT,58000,Diesel,Manual,1,2018,1198,5,6337.905,Tata,low-class
4804,Mahindra KUV 100 NXT D75 K8 5Str,62000,Diesel,Manual,1,2018,1498,5,5613.573,Mahindra,low-class
4805,Mahindra Alturas G4 4X4 AT,99000,Diesel,Automatic,1,2020,1497,5,30482.305,Mahindra,low-class
4806,Renault KWID 1.0 RXT Optional,32875,Petrol,Manual,1,2018,1198,5,4152.8368,Renault,low-class
4807,Renault KWID RXT,31951,Petrol,Manual,2,2016,1197,5,3187.0608,Renault,low-class
4808,Toyota Fortuner 4x2 Manual,74300,Diesel,Manual,1,2014,1198,5,18361.8162,Toyota,low-class
4809,Skoda Rapid 1.5 TDI Style Plus,91100,Diesel,Manual,1,2016,1498,5,8329.818000000001,Skoda,low-class
4810,Tata Nexon 1.2 Revotron XM,15601,Petrol,Manual,1,2018,1968,7,7859.0022,Tata,low-class
4811,Volkswagen Polo 1.5 TDI Highline,64300,Diesel,Manual,1,2015,796,5,5975.7390000000005,Volkswagen,low-class
4812,Honda City i VTEC CVT VX,89772,Petrol,Automatic,1,2016,1197,5,9054.15,Honda,low-class
4813,Mahindra KUV 100 mFALCON D75 K8 Dual Tone,66078,Diesel,Manual,1,2017,814,5,4635.7248,Mahindra,low-class
4814,Hyundai i20 Asta 1.2,75317,Petrol,Manual,2,2014,1498,5,5251.406999999999,Hyundai,low-class
4815,Skoda Fabia 1.2 MPI Elegance,73263,Petrol,Manual,2,2011,2199,5,2148.8516,Skoda,low-class
4816,Honda City i DTEC SV,121816,Diesel,Manual,1,2014,1248,5,5372.129,Honda,low-class
4817,Volkswagen Tiguan 2.0 TDI Highline,104000,Diesel,Automatic,1,2017,999,5,26860.645,Volkswagen,low-class
4818,Maruti Alto 800 LXI,45877,Petrol,Manual,1,2016,1461,5,2740.3894,Maruti,low-class
4819,Maruti Swift VXI,38922,Petrol,Manual,1,2018,1197,5,5963.666800000001,Maruti,low-class
4820,Hyundai EON Era Plus,51612,Petrol,Manual,1,2015,998,5,2933.5446,Hyundai,low-class
4821,Volkswagen Vento 1.5 TDI Comfortline AT,101695,Diesel,Automatic,3,2015,1197,5,5698.078399999999,Volkswagen,low-class
4822,Hyundai Santa Fe 2WD AT,94786,Diesel,Automatic,2,2015,1186,5,12699.9544,Hyundai,low-class
4823,Maruti Swift VDI BSIV,230510,Diesel,Manual,1,2011,1582,5,2583.4508,Maruti,low-class
4824,Nissan Magnite XV Premium,10905,Petrol,Manual,1,2021,1198,5,10249.2978,Nissan,low-class
4825,Renault Scala Diesel RxL,71336,Diesel,Manual,2,2014,1199,5,3585.4434,Renault,low-class
4826,Maruti Swift VXI,6356,Petrol,Manual,1,2021,1248,5,7026.0204,Maruti,low-class
4827,Maruti Wagon R LXI BS IV,77065,Petrol,Manual,1,2014,1197,5,3283.6384000000003,Maruti,low-class
4828,Hyundai i10 Sportz 1.2 AT,54885,Petrol,Automatic,3,2009,1197,5,2221.2848000000004,Hyundai,low-class
4829,Hyundai Grand i10 1.2 CRDi Sportz Option,82621,Diesel,Manual,1,2018,1591,5,5178.9738,Hyundai,low-class
4830,Hyundai Creta 1.6 CRDi SX,46095,Diesel,Manual,1,2019,998,8,13388.0698,Hyundai,low-class
4831,Honda Brio S MT,45162,Petrol,Manual,1,2015,1956,6,3887.2484000000004,Honda,low-class
4832,Tata Tiago 1.2 Revotron XT,26680,Petrol,Manual,1,2018,1498,5,5118.612800000001,Tata,low-class
4833,Maruti Swift Vdi BSIII,150112,Diesel,Manual,5,2009,1197,5,1834.9744,Maruti,low-class
4834,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,58386,Petrol,Manual,2,2019,998,5,6156.822,Hyundai,low-class
4835,Maruti Swift Dzire VXI,75963,Petrol,Manual,3,2012,2494,5,3452.6492,Maruti,low-class
4836,Hyundai Creta 1.6 SX Automatic,25099,Petrol,Automatic,1,2019,1198,5,15247.188600000001,Hyundai,low-class
4837,Maruti Celerio VXI,42101,Petrol,Manual,1,2015,1984,5,3742.382,Maruti,low-class
4838,Tata Harrier XZ Dual Tone,23129,Diesel,Manual,1,2021,998,5,13146.625800000002,Tata,low-class
4839,Honda Amaze VX i-DTEC,62000,Diesel,Manual,1,2015,1248,5,5734.295,Honda,low-class
4840,Maruti Swift Dzire VXI,67715,Petrol,Manual,1,2015,1497,5,5070.3240000000005,Maruti,low-class
4841,Maruti Wagon R VXI,59726,Petrol,Manual,1,2002,1248,5,1207.22,Maruti,low-class
4842,Toyota Innova 2.5 GX (Diesel) 8 Seater,168292,Diesel,Manual,2,2015,1498,5,9174.872,Toyota,low-class
4843,Mahindra KUV 100 NXT G80 K2,84825,Petrol,Manual,1,2018,999,5,3983.826,Mahindra,low-class
4844,Skoda Superb LK 2.0 TDI AT,140785,Diesel,Automatic,1,2017,1582,5,21186.711000000003,Skoda,low-class
4845,Maruti Wagon R VXI BS IV,28037,Petrol,Manual,1,2012,1956,5,2607.5952,Maruti,low-class
4846,Maruti Swift VDI,80789,Diesel,Manual,3,2012,998,5,3452.6492,Maruti,low-class
4847,Hyundai Creta S,16968,Petrol,Manual,1,2020,1497,5,15573.138,Hyundai,low-class
4848,Maruti Swift Dzire AMT ZDI,23338,Diesel,Automatic,1,2016,1498,5,7170.8868,Maruti,low-class
4849,Ford Ecosport 1.5 DV5 MT Titanium,88993,Diesel,Manual,2,2013,1199,5,4997.8908,Ford,low-class
